recording_search_id,person_id,name_en,name_zh,search_type,url,purpose
RS0466,FM093,Kazunori Seo,瀨尾和紀,youtube_performance_search,https://www.youtube.com/results?search_query=Kazunori%20Seo%20flute,"Find publicly available performances, interviews and masterclasses."
RS0467,FM093,Kazunori Seo,瀨尾和紀,spotify_search,https://open.spotify.com/search/Kazunori%20Seo%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0468,FM094,Seiya Ueno,上野星矢,musicbrainz_search,https://musicbrainz.org/search?query=Seiya%20Ueno%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0469,FM094,Seiya Ueno,上野星矢,discogs_search,https://www.discogs.com/search/?q=Seiya%20Ueno%20flute&type=all,Search Discogs for commercial releases.
RS0470,FM094,Seiya Ueno,上野星矢,worldcat_recordings,https://search.worldcat.org/search?q=Seiya%20Ueno%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0471,FM094,Seiya Ueno,上野星矢,youtube_performance_search,https://www.youtube.com/results?search_query=Seiya%20Ueno%20flute,"Find publicly available performances, interviews and masterclasses."
RS0472,FM094,Seiya Ueno,上野星矢,spotify_search,https://open.spotify.com/search/Seiya%20Ueno%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0473,FM095,Yuki Koyama,小山裕幾,musicbrainz_search,https://musicbrainz.org/search?query=Yuki%20Koyama%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0474,FM095,Yuki Koyama,小山裕幾,discogs_search,https://www.discogs.com/search/?q=Yuki%20Koyama%20flute&type=all,Search Discogs for commercial releases.
RS0475,FM095,Yuki Koyama,小山裕幾,worldcat_recordings,https://search.worldcat.org/search?q=Yuki%20Koyama%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0476,FM095,Yuki Koyama,小山裕幾,youtube_performance_search,https://www.youtube.com/results?search_query=Yuki%20Koyama%20flute,"Find publicly available performances, interviews and masterclasses."
RS0477,FM095,Yuki Koyama,小山裕幾,spotify_search,https://open.spotify.com/search/Yuki%20Koyama%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0478,FM096,Juliette Hurel,朱麗葉・于雷爾,musicbrainz_artist,https://musicbrainz.org/artist/e7c89935-859b-4ec4-941f-08a14b7b0aba,MusicBrainz artist page for recordings and release groups.
RS0479,FM096,Juliette Hurel,朱麗葉・于雷爾,discogs_artist,https://www.discogs.com/artist/986147,Discogs artist page for commercial release data.
RS0480,FM096,Juliette Hurel,朱麗葉・于雷爾,worldcat_recordings,https://search.worldcat.org/search?q=Juliette%20Hurel%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0481,FM096,Juliette Hurel,朱麗葉・于雷爾,youtube_performance_search,https://www.youtube.com/results?search_query=Juliette%20Hurel%20flute,"Find publicly available performances, interviews and masterclasses."
RS0482,FM096,Juliette Hurel,朱麗葉・于雷爾,spotify_search,https://open.spotify.com/search/Juliette%20Hurel%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0483,FM097,Vincent Lucas,文森・盧卡,musicbrainz_search,https://musicbrainz.org/search?query=Vincent%20Lucas%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0484,FM097,Vincent Lucas,文森・盧卡,discogs_search,https://www.discogs.com/search/?q=Vincent%20Lucas%20flute&type=all,Search Discogs for commercial releases.
RS0485,FM097,Vincent Lucas,文森・盧卡,worldcat_recordings,https://search.worldcat.org/search?q=Vincent%20Lucas%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0486,FM097,Vincent Lucas,文森・盧卡,youtube_performance_search,https://www.youtube.com/results?search_query=Vincent%20Lucas%20flute,"Find publicly available performances, interviews and masterclasses."
RS0487,FM097,Vincent Lucas,文森・盧卡,spotify_search,https://open.spotify.com/search/Vincent%20Lucas%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0488,FM098,Davide Formisano,達維德・福爾米薩諾,musicbrainz_artist,https://musicbrainz.org/artist/08ca97f9-7b7d-4012-a20d-59306c5b6f93,MusicBrainz artist page for recordings and release groups.
RS0489,FM098,Davide Formisano,達維德・福爾米薩諾,discogs_artist,https://www.discogs.com/artist/2195004,Discogs artist page for commercial release data.
RS0490,FM098,Davide Formisano,達維德・福爾米薩諾,worldcat_recordings,https://search.worldcat.org/search?q=Davide%20Formisano%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0491,FM098,Davide Formisano,達維德・福爾米薩諾,youtube_performance_search,https://www.youtube.com/results?search_query=Davide%20Formisano%20flute,"Find publicly available performances, interviews and masterclasses."
RS0492,FM098,Davide Formisano,達維德・福爾米薩諾,spotify_search,https://open.spotify.com/search/Davide%20Formisano%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0493,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,musicbrainz_artist,https://musicbrainz.org/artist/398216f6-64ce-437e-84d1-6d589576b2d8,MusicBrainz artist page for recordings and release groups.
RS0494,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,discogs_search,https://www.discogs.com/search/?q=S%C3%A9bastian%20Jacot%20flute&type=all,Search Discogs for commercial releases.
RS0495,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,worldcat_recordings,https://search.worldcat.org/search?q=S%C3%A9bastian%20Jacot%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0496,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,youtube_performance_search,https://www.youtube.com/results?search_query=S%C3%A9bastian%20Jacot%20flute,"Find publicly available performances, interviews and masterclasses."
RS0497,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,spotify_search,https://open.spotify.com/search/S%C3%A9bastian%20Jacot%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0498,FM100,Demarre McGill,德馬爾・麥吉爾,musicbrainz_artist,https://musicbrainz.org/artist/c9943d97-ffc1-4021-ad04-1e3a7260e189,MusicBrainz artist page for recordings and release groups.
RS0499,FM100,Demarre McGill,德馬爾・麥吉爾,discogs_artist,https://www.discogs.com/artist/4447188,Discogs artist page for commercial release data.
RS0500,FM100,Demarre McGill,德馬爾・麥吉爾,worldcat_recordings,https://search.worldcat.org/search?q=Demarre%20McGill%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0501,FM100,Demarre McGill,德馬爾・麥吉爾,youtube_performance_search,https://www.youtube.com/results?search_query=Demarre%20McGill%20flute,"Find publicly available performances, interviews and masterclasses."
RS0502,FM100,Demarre McGill,德馬爾・麥吉爾,spotify_search,https://open.spotify.com/search/Demarre%20McGill%20flute,Search streaming releases; verify against labels/catalogues before citation.
